,chart
30612," pooja07: All these big messages, big texts just cause I'm worried and overthinking, I don't want to leave u, I'm super scared. I'm sorry I'm dragging u into all my insecurities and making u irritated . Im trying my best to deal with my emotions. It's just that the more u ignore me, the more my thoughts get real.jusy be with me ram. I really love you. And I really have a life going on with you. I would never want to lose what we have. No matter how crazy this relationship gets,mostly cause of.me. I'm.really sorry though"
30613, pooja07: I'm sorry. I know it's a boring topic for you. I just wanted u to know. Cause hey since when did we start having secrets. I'll do my best to deal.with it.i love you
30614,Ram Tej: I am high as fuck
30615,Ram Tej: Stay on the call
30616,Ram Tej: I am totally
30617,Ram Tej: Gone
30618,Ram Tej: And i wanrlt u
30619,Ram Tej: This shows i love yoy
30620,Ram Tej: I want y
30621,Ram Tej: To know
30622,Ram Tej: I love you
30623,Ram Tej: Ylwhdn u am. Gone
30624,Ram Tej: U wNnt
30625,Ram Tej: To kno
30626,Ram Tej: 5 beats
30627,Ram Tej: One j
30628,Ram Tej: Pj
30629,pooja07: Lol
30630,pooja07: I love you too
30631,Ram Tej: Personal joint
30632,Ram Tej: Lol
30633,pooja07: U look funny
30634,Ram Tej: I love you
30635,Ram Tej: Watch me trip
30636,pooja07: Lol
30637,pooja07: Ok
30638,Ram Tej: This s much. J love you
30639,pooja07: lol
30640,pooja07: Ok
30641,pooja07: I love you too
30642,Ram Tej: I always want to u to watch l
30643,Ram Tej: Watfh
30644,pooja07: Ok
30645,Ram Tej: J am  study
30646,Ram Tej: I love you
30647,pooja07: lol
30648,Ram Tej: O i am so high
30649,Ram Tej: One fellow
30650,Ram Tej: Is
30651,Ram Tej: Puking
30652,pooja07: lol
30653,Ram Tej: And i am smoking a
30654,Ram Tej: Pj and rolling one look
30655,Ram Tej: media
30656,Ram Tej: C
30657,Ram Tej: I am study
30658,Ram Tej: I stxted
30659,pooja07: Ok
30660,Ram Tej: U while smoking a jthat left out one was mineii
30661,Ram Tej: Love you
30662,pooja07: I love you too
30663,Ram Tej: Remember and stay and. Looclk
30664,pooja07: Stay on the call
30665,pooja07: I'll sleep off
30666,Ram Tej: Record every thing
30667,pooja07: Ok
30668,Ram Tej: I aang to c tmro
30669,pooja07: Ok
30670,Ram Tej: One fellow
30671,Ram Tej: Is dead
30672,pooja07: What
30673,pooja07: Lol ok
30674,Ram Tej: Out
30675,Ram Tej: M24/7
30676,pooja07: Who is Driving
30677,Ram Tej: Paul
30678,pooja07: Is that guy stable?
30679,pooja07: Ram be careful.
30680,pooja07: Ram
30681,Ram Tej: I am wantedly
30682,Ram Tej: Trillping
30683,Ram Tej: Should i be nirmal
30684,pooja07: Ok ur wish
30685,Ram Tej: Because u are on call
30686,Ram Tej: Ok
30687,pooja07: The guy who is Driving
30688,pooja07: Is he normal?
30689,Ram Tej: Let's not trip
30690,pooja07: U trip if it is making u happysmilethumsup
30691,Ram Tej: Stable
30692,pooja07: thumsupok
30693,Ram Tej: I Love you
30694,Ram Tej: Good night
30695,Ram Tej: Sorry
30696,Ram Tej: If i disturbed u
30697,Ram Tej: Last joint of day
30698,Ram Tej: media
30699,pooja07: Beee
30700,pooja07: Hangover vala bee
30701,pooja07: lol
30702,pooja07: Missed voice call
30703,pooja07: media
30704,pooja07: media
30705,pooja07: This message was deleted
30706,pooja07: media
30707,pooja07: media
30708,Ram Tej: Jakku be
30709,pooja07: .
30710,pooja07: .
30711,pooja07: Ppl r being romantic
30712,pooja07: And I'm here begging my boo to give me some time from his stupid schedule
30713,Ram Tej: I love you
30714,Ram Tej: Baby bo
30715,pooja07: what
30716,pooja07: So
30717,Ram Tej: Jakku be
30718,Ram Tej: Be
30719,pooja07: So what should I do
30720,Ram Tej: Be
30721,Ram Tej: Beeeee
30722,Ram Tej: Beeeee
30723,pooja07: This message was deleted
30724,pooja07: This message was deleted
30725,pooja07: This message was deleted
30726,pooja07: This message was deleted
30727,pooja07: This message was deleted
30728,pooja07: This message was deleted
30729,pooja07: This message was deleted
30730,pooja07: This message was deleted
30731,pooja07: Never mind
30732,pooja07: I hate you anyways
30733,pooja07: Ignored again. Am I that boring? That u can't even pick my call and talk?
30734,"pooja07: I'm not overthinking ram, look at ur behavior, then u talk to me."
30735,"pooja07: Wow, u just blue ticked me again"
30736,"pooja07: Didn't even reply, just blue ticked."
30737,pooja07: Well I appreciate the effort ur taking to talk to me.
30738,pooja07: media
30739,"pooja07: Well,don't waste your time on asking money from me, I don't have any."
30740,pooja07: Now you don't have any reason to talk to me.
30741,pooja07: Bye. Good night
30742,pooja07: Just don't die.
30743,pooja07: media
30744,Ram Tej: I won't die
30745,Ram Tej: We went shopping
30746,Ram Tej: Now came to eat in
30747,pooja07: God ram tej
30748,Ram Tej: Andhara food
30749,pooja07: U need to stop ignoring me
30750,pooja07: It's high time
30751,Ram Tej: I love y you
30752,Ram Tej: media
30753,Ram Tej: Andhara food
30754, pooja07: Good night love.
30755, pooja07: Missed voice call
30756, pooja07: Missed voice call
30757, pooja07: Missed voice call
30758, pooja07: I just keep trying although I just wanna give up.  Fine. Sorry to keep bothering you.
30759, pooja07: Missed voice call
30760,pooja07: I'm not able to sleep
30761,pooja07: Missed voice call
30762,pooja07: Missed voice call
30763,Ram Tej: Jakku
30764,Ram Tej: Be
30765,Ram Tej: I was studying
30766,Ram Tej: I am sleeping
30767,Ram Tej: I am going to bed
30768,Ram Tej: Just ordered
30769,Ram Tej: Pizza and shake
30770,Ram Tej: media
30771,Ram Tej: Sleep baby sleep
30772,Ram Tej: media
30773,Ram Tej: media
30774,Ram Tej: media
30775,Ram Tej: Pizza with chicken bagel
30776,Ram Tej: Exam time in 20 min
30777,Ram Tej: Good morning booooooo
30778, pooja07: Good morning baby
30779, pooja07: All the best
30780,Ram Tej: Boooooo
30781,Ram Tej: What are u doing
30782,pooja07: Hi
30783,pooja07: Playing lordz
30784,pooja07: Wbu
30785,Ram Tej: Me nthing
30786,Ram Tej: Warming my self in blanket
30787,Ram Tej: I am the only one with exam
30788,Ram Tej: What to do
30789,pooja07: media
30790,Ram Tej: Exam on 31
30791,pooja07: Cute
30792,pooja07: Lol
30793,Ram Tej: U free
30794,pooja07: Tough exam??
30795,Ram Tej: Ya
30796,Ram Tej: Mkt hardest of hardest
30797,"pooja07: No, I'm taking care of the countrywhat"
30798,Ram Tej: Ok
30799,pooja07: Obvi I'm freelol
30800,pooja07: media
30801,pooja07: media
30802,pooja07: media
30803,pooja07: Bee
30804,pooja07: Bee
30805,pooja07: Bee
30806,pooja07: Rey
30807,pooja07: Blue ticker
30808,pooja07: What r u doing
30809, pooja07: Baby
30810, pooja07: I was going to sleep
30811, pooja07: Wanted to ask if you wanted to stay on the call
30812, pooja07: Missed voice call
30813, pooja07: I love you so much ram
30814,pooja07: media
30815, pooja07: Rey jakka ram tej
30816,Ram Tej: media
30817,Ram Tej: Lol
30818,Ram Tej: media
30819,pooja07: lollollollol
30820,Ram Tej: Why laughing
30821,Ram Tej: No reply from her
30822,pooja07: She is out
30823,Ram Tej: That means day after tmro i will install
30824,pooja07: Wbu
30825,Ram Tej: Me i flat
30826,pooja07: Lol
30827,pooja07: Ok
30828,Ram Tej: Will order food and slee
30829,Ram Tej: Exam done
30830,pooja07: I'll go home in some time
30831,Ram Tej: Ok party and go
30832,Ram Tej: What will u do going home
30833,pooja07: I wont get cab
30834,pooja07: How will I go
30835,Ram Tej: Stay back at her place
30836,Ram Tej: Go tmro
30837,Ram Tej: U are at her home only na
30838,pooja07: No
30839,pooja07: I'll go home
30840,pooja07: It's paining anyways
30841,Ram Tej: Ok your wish i did not stop any one
30842,pooja07: Lol
30843, pooja07: Babe
30844, pooja07: Babe
30845, Ram Tej: Baby reached home
30846, Ram Tej: Happy new year
30847, Ram Tej: media
30848, Ram Tej: Watching movie bo
30849, pooja07: Baby
30850, pooja07: Happy new year
30851, pooja07: Love you so much
30852, Ram Tej: Jakku be
30853, Ram Tej: Only u are
30854, pooja07: Missed voice call
30855, pooja07: Hey
30856, Ram Tej: I love you
30857, Ram Tej: Jakku be
30858, Ram Tej: Have fun
30859,pooja07: Baby
30860,pooja07: I'm home
30861,pooja07: Picksilentsilent
30862,pooja07: Missed video call
30863,pooja07: .
30864,Ram Tej: media
30865,Ram Tej: media
30866,Ram Tej: Look
30867,Ram Tej: Happy New year
30868,Ram Tej: 2020
30869,Ram Tej: Time 1:21
30870,Ram Tej: Am
30871, pooja07: Jakku bee
30872, pooja07: Good morningheartheartI love youkiss
30873,Ram Tej: Good morning beeeee
30874,pooja07: Rey
30875,pooja07: Ram tej
30876,pooja07: Cab guy called me
30877,pooja07: Missed voice call
30878,pooja07: Jakka
30879,pooja07: Rey
30880,pooja07: That guy is calling me
30881,pooja07: Hello
30882,pooja07: Can you call him
30883,pooja07: He keeps calling me
30884,pooja07: Missed voice call
30885,Ram Tej: Yo send .e 6246
30886,Ram Tej: I will send u back in 2 hours
30887,Ram Tej: Pakka
30888,Ram Tej: Promiss
30889,Ram Tej: Need it urgent
30890,Ram Tej: By the time i get down i will send
30891,pooja07: Wht
30892,pooja07: Why what happened
30893,Ram Tej: I need 6246
30894,Ram Tej: That stock think
30895,pooja07: Why
30896,Ram Tej: They offered me again
30897,pooja07: Rey
30898,pooja07: Jakka
30899,pooja07: No da
30900,pooja07: Sorry
30901,Ram Tej: 2 hrs
30902,pooja07: U will forget
30903,Ram Tej: Like last time only how i took for stock work
30904,Ram Tej: I won't
30905,pooja07: I gave 6k last time
30906,pooja07: U have only 3k back
30907,Ram Tej: Rey that was for fee
30908,Ram Tej: This is for stocks
30909,Ram Tej: My shit this one
30910,pooja07: U didn't even return full 6k last time for stocks
30911,Ram Tej: My dad i will ask and give
30912,pooja07: I'm not talking about ur fees
30913,pooja07: Jakka
30914,Ram Tej: I did
30915,pooja07: U won't give da
30916,Ram Tej: For stocks i always did
30917,Ram Tej: Ok
30918,Ram Tej: Your wish
30919,Ram Tej: 2 hours that's it
30920,pooja07: Yeah
30921,pooja07: 2hrs
30922,"pooja07: Go home, and do it."
30923,Ram Tej: I will go home send u back
30924,Ram Tej: Promiss
30925,pooja07: I know u will get mad at me
30926,Ram Tej: 6246
30927,pooja07: I'm really sorry
30928,Ram Tej: Exact
30929,Ram Tej: Ok
30930,Ram Tej: Fine leave
30931,pooja07: I'm sorry
30932,pooja07: If u won't give back I'll be disappointed
30933,pooja07: And I don't want money to be the problem between us.
30934,Ram Tej: Leave
30935,Ram Tej: U said sorry
30936,Ram Tej: Now leave
30937,Ram Tej: I will call u later
30938,pooja07: Ok
30939,pooja07: lol
30940,Ram Tej: I just will never do stocks that's it
30941,Ram Tej: Nthing else
30942,pooja07: ‚
30943,pooja07: Don't get angry
30944,pooja07: I'm just concerned
30945,Ram Tej: Chill
30946,pooja07: Cause I'm saving money to get the fuck outta my job
30947,pooja07: I'm not scared about coding
30948,"pooja07: It's my health, it's hurting"
30949,pooja07: But if u swear u can give back the exact same amount I send I'll give
30950,Ram Tej: Lol
30951,pooja07: silent
30952,Ram Tej: Did i send last time for same puropse
30953,Ram Tej: Tell that
30954,pooja07: Yeah
30955,Ram Tej: I sent 6k back
30956,pooja07: whatwhatI'm just confirming
30957,Ram Tej: I will
30958,Ram Tej: This much is needed
30959,pooja07: Please give it back. Ok
30960,Ram Tej: I will 2 hours
30961,pooja07: Sent.
30962,pooja07: Please send it back. I don't want any excuses
30963,Ram Tej: media
30964,Ram Tej: Done payed
30965,Ram Tej: Give them time to give me a credit limit
30966,Ram Tej: If they give 40k
30967,Ram Tej: Enough
30968,Ram Tej: Pray God
30969,Ram Tej: Second time
30970,Ram Tej: Thanks
30971,pooja07: Ok
30972,pooja07: thumsuplol
30973,pooja07: Babe
30974,pooja07: Reached?
30975,"pooja07: Ok, have fun, good night I love you"
30976,pooja07: lollolsmile
30977, Ram Tej: Jakku be i am home
30978, Ram Tej: Be bo
30979, Ram Tej: I am home
30980, Ram Tej: Ok i am so tired
30981, Ram Tej: I taught u will be on call
30982, Ram Tej: But u ran away as soon as i came home
30983, Ram Tej: Just because now u know i will.do nthing
30984, Ram Tej: Classic pooja
30985, Ram Tej: I love u
30986, Ram Tej: Good night
30987, Ram Tej: Sd
30988, Ram Tej: T.carr
30989, Ram Tej: Done let bed bugs bite
30990, Ram Tej: kisskisskiss
30991,pooja07: I have to go to work from today
30992,pooja07: That's why I slept early
30993,pooja07: I love you
30994,pooja07: Laptop password
30995,pooja07: Unicorn1
30996,Ram Tej: Lol
30997,Ram Tej: I love you
30998,Ram Tej: Booooo
30999,Ram Tej: Good morning
31000,pooja07: Baby
31001,pooja07: Baby
31002,pooja07: Haaaieee
31003, pooja07: Rey jakka
31004, pooja07: When r u going back??
31005,Ram Tej: Don't know
31006,Ram Tej: After paying my fee i will think of it
31007,Ram Tej: Untlr them
31008,Ram Tej: Eat mom food and chilll at home
31009,Ram Tej: How was your office today baby boooooo
31010,Ram Tej: Why cute pooja pic as dp
31011,pooja07: It's paining
31012,pooja07: I'm not able to bear this stupid pain
31013,Ram Tej: Aaaaa
31014,Ram Tej: Don't go to offic e
31015,Ram Tej: Tell them that rey
31016,pooja07: I want to quit
31017,Ram Tej: And take a long break
31018,pooja07: I don't want a job
31019,Ram Tej: What will.u do if your back is paining
31020,Ram Tej: Tell them and quit
31021,Ram Tej: It is not lat at all
31022,Ram Tej: Late at all
31023,Ram Tej: If your docter recommended
31024,Ram Tej: Then they can do shit
31025,Ram Tej: And u don't have to pay also
31026,pooja07: But according to the bond
31027,pooja07: I have to pay
31028,Ram Tej: Even if it is medical thing
31029,Ram Tej: But one thing i can tell
31030,pooja07: Yeah
31031,pooja07: Tell
31032,Ram Tej: If u leave that job now
31033,pooja07: ?
31034,Ram Tej: U won't get a good job with good pay
31035,Ram Tej: And the new job if u get also they will pay less and
31036,Ram Tej: Hikes on the job will be hard
31037,Ram Tej: Or
31038,Ram Tej: U can leave it now prepare for govt job
31039,Ram Tej: Or study like your sister and get job again
31040,Ram Tej: These are the 3 options
31041,Ram Tej: Every option has a different view
31042,Ram Tej: Advantage
31043,Ram Tej: Diss advantage
31044,Ram Tej: U make a chooise
31045,Ram Tej: Based on your health
31046,Ram Tej: That what i can tell
31047,pooja07: Hmmm
31048,Ram Tej: And intrest and your view on life
31049,Ram Tej: Bolo
31050,Ram Tej: Did the pain decrease now little bit
31051,Ram Tej: From the brain
31052,pooja07: No
31053,pooja07: U have no idea
31054,pooja07: Leave.
31055,Ram Tej: What leave
31056,pooja07: Ram
31057,pooja07: Quick question
31058,Ram Tej: Ask
31059,pooja07: If I give you an amount of money
31060,pooja07: For stocks
31061,pooja07: How fast can u make it to 4lakhs?
31062,Ram Tej: Sending it back
31063,Ram Tej: How much
31064,Ram Tej: Tell me first
31065,Ram Tej: We aill talk
31066,pooja07: What if I give u 50k
31067,Ram Tej: Call me about it
31068,pooja07: No jakka
31069,pooja07: U don't understand
31070,pooja07: No one understands
31071,Ram Tej: I will talk and tell
31072,Ram Tej: It is not that easy based on your expectations i can tell
31073,Ram Tej: Just likethat i can tell when it cometo stocks
31074,pooja07: Is there an illegal way to get that kind of money?lol
31075,Ram Tej: Ya but not going to do that
31076,Ram Tej: So u talk.to me about stocks i will.give u a plan
31077,pooja07: Tell me
31078,pooja07: Atleast let me know
31079,Ram Tej: No
31080,pooja07: Desperate times need desperate measures
31081,Ram Tej: But not with stocks
31082,Ram Tej: So no
31083,Ram Tej: Chill
31084,Ram Tej: That is a v hard shit to do
31085,pooja07: Lol
31086,pooja07: media
31087,pooja07: Jakka
31088,Ram Tej: I did not understand hindhi part
31089,Ram Tej: So did not comment on that
31090,Ram Tej: Read the boob part tho
31091,pooja07: Every nonsense happens down but ppl only catch us
31092,pooja07: lollol
31093,Ram Tej: Lol
31094,pooja07: lollollollollol
31095,Ram Tej: I love them
31096,pooja07: media
31097,Ram Tej: So much
31098,pooja07: My sister lost it
31099,pooja07: lol
31100,Ram Tej: I never ignor
31101,Ram Tej: Lolololo
31102,Ram Tej: But whosent it
31103,pooja07: Rohan
31104,Ram Tej: Ooookook
31105,pooja07: Baby
31106,Ram Tej: Bobo bo
31107,pooja07: I love you
31108,Ram Tej: I love u so much boooooooo
31109,pooja07: Missed video call
31110,pooja07: Missed video call
31111,pooja07: Hello
31112,pooja07: Bad internet u have
31113,pooja07: Boo
31114,pooja07: Missed video call
31115,pooja07: Missed video call
31116,pooja07: Baby
